hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw,hscode_6
9209.99.40,4,For other woodwind && brass wind musical instruments,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For other woodwind && brass wind musical instruments ],metronome;mechanical instrument;tune fork;wind musical;example;discs;card;musical instrument;woodwind;mechanism;pitch pipe;kind;brass wind;music box;accessory,drum;hold music;head;collapsible stand;lyre;tune fork;mute;attachment;instrument string;pedal;damper;spur;Metronomes;musical instrument;cymbal;pitch pipe;piano;music holder;accessory,920999
9209.99.40.40,5,For woodwind musical instruments,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For other woodwind && brass wind musical instruments ] && [ For woodwind musical instruments ],metronome;mechanical instrument;tune fork;wind musical;example;discs;card;musical instrument;woodwind;mechanism;pitch pipe;woodwind musical;kind;brass wind;music box;accessory,drum;hold music;head;collapsible stand;lyre;tune fork;mute;attachment;instrument string;pedal;damper;spur;Metronomes;musical instrument;cymbal;pitch pipe;piano;music holder;accessory,920999
9209.99.40.80,5,Other,,[ [ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For other woodwind && brass wind musical instruments ] && [ ![ For woodwind musical instruments ] ] ],metronome;mechanical instrument;tune fork;wind musical;example;discs;card;musical instrument;woodwind;mechanism;pitch pipe;kind;brass wind;music box;accessory,drum;hold music;head;collapsible stand;lyre;tune fork;woodwind musical;mute;attachment;instrument string;pedal;damper;spur;Metronomes;musical instrument;cymbal;pitch pipe;piano;music holder;accessory,920999
9209.99.61.00,4,For music boxes,,[ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ For music boxes ],metronome;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;music box;accessory,drum;hold music;head;collapsible stand;lyre;tune fork;mute;attachment;instrument string;pedal;damper;spur;Metronomes;musical instrument;cymbal;pitch pipe;piano;music holder;accessory,920999
9209.99.80.00,4,Other,,[ [ [ [ [ Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds ] && [ ![ Musical instrument strings ] ] ] && [ ![ Parts && accessories for the musical instruments of heading 9207 ] && ![ Parts && accessories for the musical instruments of heading 9202 ] && ![ Parts && accessories for pianos ] ] ] && [ ![ Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments ] && ![ Metronomes &&  tuning forks && pitch pipes ] ] ] && [ ![ For music boxes ] && ![ For other woodwind && brass wind musical instruments ] && ![ For bagpipes ] && ![ For instruments of subheading 9205.90.14 ] && ![ For pipe organs of subheading 9205.90.12 ] ] ],metronome;mechanical instrument;tune fork;example;discs;card;musical instrument;mechanism;pitch pipe;kind;music box;accessory,head;bagpipe;pedal;damper;cymbal;lyre;subheade;spur;pitch pipe;music box;drum;mute;instrument;musical instrument;piano;accessory;pipe organ;hold music;collapsible stand;tune fork;wind musical;attachment;instrument string;Metronomes;woodwind;music holder;brass wind,920999
9301,0,Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307,,[ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ],revolver;head;military weapon;arm,,9301
9301.10.00,1,Artillery weapons (for example &&  guns &&  howitzers && mortars),,[ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ Artillery weapons (for example &&  guns &&  howitzers && mortars) ],gun;head;example;arm;artillery weapon;revolver;military weapon;howitzer;mortar,,930110
9301.10.00.10,2,Self propelled,,[ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ Artillery weapons (for example &&  guns &&  howitzers && mortars) ] && [ Self propelled ],gun;head;example;arm;artillery weapon;revolver;military weapon;howitzer;mortar;self propel,,930110
9301.10.00.80,2,Other,,[ [ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ Artillery weapons (for example &&  guns &&  howitzers && mortars) ] && [ ![ Self propelled ] ] ],gun;head;example;arm;artillery weapon;revolver;military weapon;howitzer;mortar,self propel,930110
9301.20.00.00,1,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors,,[ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors ],head;arm;similar projector;revolver;military weapon;grenade launcher;torpedo tube;thrower;Rocket launcher;flame,,930120
9301.90,1,Other,,[ [ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ ![ Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors ] && ![ Artillery weapons (for example &&  guns &&  howitzers && mortars) ] ] ],revolver;head;military weapon;arm,gun;rocket launcher;example;artillery weapon;similar projector;grenade launcher;torpedo tube;thrower;mortar;howitzer;flame,930190
9301.90.30,2,Rifles,,[ [ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ ![ Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors ] && ![ Artillery weapons (for example &&  guns &&  howitzers && mortars) ] ] ] && [ Rifles ],rifle;head;arm;revolver;military weapon,gun;rocket launcher;example;artillery weapon;similar projector;grenade launcher;torpedo tube;thrower;mortar;howitzer;flame,930190
9301.90.30.10,3,Telescopic sights imported with rifles,,[ [ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ ![ Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors ] && ![ Artillery weapons (for example &&  guns &&  howitzers && mortars) ] ] ] && [ Rifles ] && [ Telescopic sights imported with rifles ],Telescopic sight;rifle;head;Rifles;arm;revolver;military weapon;sight import,gun;rocket launcher;example;artillery weapon;similar projector;grenade launcher;torpedo tube;thrower;mortar;howitzer;flame,930190
9301.90.30.20,3,Rifles,,[ [ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ ![ Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors ] && ![ Artillery weapons (for example &&  guns &&  howitzers && mortars) ] ] ] && [ Rifles ] && [ Rifles ],rifle;head;Rifles;arm;revolver;military weapon,gun;rocket launcher;example;artillery weapon;similar projector;grenade launcher;torpedo tube;thrower;mortar;howitzer;flame,930190
9301.90.60.00,2,Shotguns,,[ [ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ ![ Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors ] && ![ Artillery weapons (for example &&  guns &&  howitzers && mortars) ] ] ] && [ Shotguns ],head;shotgun;arm;revolver;military weapon,gun;rocket launcher;example;artillery weapon;similar projector;grenade launcher;torpedo tube;thrower;mortar;howitzer;flame,930190
9301.90.90,2,Other,,[ [ [ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ ![ Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors ] && ![ Artillery weapons (for example &&  guns &&  howitzers && mortars) ] ] ] && [ ![ Shotguns ] && ![ Rifles ] ] ],revolver;head;military weapon;arm,gun;rifle;shotgun;rocket launcher;example;artillery weapon;similar projector;grenade launcher;torpedo tube;thrower;mortar;howitzer;flame,930190
9301.90.90.30,3,Machine guns,,[ [ [ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ ![ Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors ] && ![ Artillery weapons (for example &&  guns &&  howitzers && mortars) ] ] ] && [ ![ Shotguns ] && ![ Rifles ] ] ] && [ Machine guns ],machine gun;head;arm;revolver;military weapon,gun;rifle;shotgun;rocket launcher;example;artillery weapon;similar projector;grenade launcher;torpedo tube;thrower;mortar;howitzer;flame,930190
9301.90.90.90,3,Other,,[ [ [ [ Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307 ] && [ ![ Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors ] && ![ Artillery weapons (for example &&  guns &&  howitzers && mortars) ] ] ] && [ ![ Shotguns ] && ![ Rifles ] ] ] && [ ![ Machine guns ] ] ],revolver;head;military weapon;arm,gun;rifle;machine gun;shotgun;rocket launcher;example;artillery weapon;similar projector;grenade launcher;torpedo tube;thrower;mortar;howitzer;flame,930190
9302.00.00,0,Revolvers && pistols &&  other than those of heading 9303 or 9304,,[ Revolvers && pistols &&  other than those of heading 9303 or 9304 ],pistol;head;Revolvers,,930200
9302.00.00.20,1,Revolvers,,[ Revolvers && pistols &&  other than those of heading 9303 or 9304 ] && [ Revolvers ],pistol;head;Revolvers,,930200
