HTS Number,Indent,Description
6211.49.80.60,5,Jumpers (859)
6211.49.80.70,5,Vests (859)
6211.49.80.80,5,Jackets && jacket-type garments excluded from heading 6202 (835)
6211.49.80.90,5,Other (859)
6212,0,Brassieres &&  girdles &&  corsets &&  braces &&  suspenders &&  garters && similar articles && parts thereof &&    whether or not knitted or crocheted
6212.10,1,Brassieres
6212.10,2,Containing lace &&  net or embroidery
6212.10.30,3,Containing 70 percent or more by weight of silk or silk waste
6212.10.50,3,Other
6212.10.50.10,4,Of cotton (349)
6212.10.50.20,4,Of man-made fibers (649)
6212.10.50.30,4,Other (859)
6212.10,2,Other
6212.10.70,3,Containing 70 percent or more by weight of silk or silk waste
6212.10.90,3,Other
6212.10.90.10,4,Of cotton (349)
6212.10.90.20,4,Of man-made fibers (649)
6212.10.90.40,4,Other (859)
6212.20,1,Girdles && panty-girdles
6212.20.00.10,2,Of cotton (349)
6212.20.00.20,2,Of man-made fibers (649)
6212.20.00.30,2,Other (859)
6212.30,1,Corsets
6212.30.00.10,2,Of cotton (349)
6212.30.00.20,2,Of man-made fibers (649)
6212.30.00.30,2,Other (859)
6212.90,1,Other
6212.90.00.10,2,Of cotton or cotton && rubber or plastics (359)
6212.90.00.20,2,Of wool or wool && rubber or plastics (459)
6212.90.00.30,2,Of man-made fibers or man-made fibers && rubber or plastics (659)
6212.90.00.50,2,Containing 70 percent or more by weight of silk or silk waste
6212.90.00.90,2,Other (859)
6213,0,Handkerchiefs
6213.20,1,Of cotton
6213.20.10,2,Hemmed &&  not containing lace or embroidery (330)
6213.20.20,2,Other (330)
6213.90,1,Of other textile materials
6213.90,2,Of silk or silk waste
6213.90.05,3,Containing 70 percent or more by weight of silk or silk waste
6213.90.07,3,Other (859)
6213.90.10,2,Of man-made fibers (630)
6213.90.20,2,Other (859)
6214,0,Shawls &&  scarves &&  mufflers &&  mantillas &&  veils && the like
6214.10,1,Of silk or silk waste
6214.10.10,2,Containing 70 percent or more by weight of silk or silk waste
6214.10.20,2,Other (859)
6214.20,1,Of wool or fine animal hair (459)
6214.30,1,Of synthetic fibers (659)
6214.40,1,Of artificial fibers (659)
6214.90,1,Of other textile materials
6214.90.00.10,2,Of cotton (359)
6214.90.00.90,2,Other (859)
6215,0,Ties &&  bow ties && cravats
6215.10,1,Of silk or silk waste
6215.10.00.25,2,Containing 50 percent or more by weight (including any linings && interlinings) of textile materials   other than silk or silk waste (659)
6215.10.00.25,2,Containing less than 50 percent by weight (including any linings && interlinings) of textile   materials other than silk or silk waste
6215.10.00.40,3,With outer shell containing 70 percent or more by weight of silk or silk waste (758)
6215.10.00.90,3,Other (858)
6215.20,1,Of man-made fibers (659)
6215.90,1,Of other textile materials
6215.90.00.10,2,Of wool or fine animal hair (459)
6215.90.00.15,2,Of cotton (359)
6215.90.00.20,2,Other (858)
6216,0,Gloves &&  mittens && mitts
6216,1,Impregnated &&  coated or covered with plastics or rubber
6216.00.05,2,Ice hockey gloves && field hockey gloves
6216.00.08,2,Other gloves &&  mittens && mitts &&  all the foregoing specially designed for use in sports &&  including   ski && snowmobile gloves &&  mittens && mitts
6216.00.08,2,Other
6216.00.08,3,Without fourchettes
6216.00.08,4,Cut && sewn from pre-existing machine- woven fabric that is impregnated &&  coated or covered with   plastics or rubber
6216.00.08,5,Of vegetable fibers
6216.00.13,6,Containing over 50 percent by weight of plastics or rubber
6216.00.17,6,Other
6216.00.17.20,7,Subject to cotton restraints (331)
6216.00.17.30,7,Subject to man-made fiber restraints (631)
6216.00.17.40,7,Other (831)
6216.00.08,5,Other
6216.00.19,6,Containing over 50 percent by weight of plastics or rubber
6216.00.21,6,Other
6216.00.21.10,7,Subject to cotton restraints (331)
6216.00.21.20,7,Subject to man-made fiber restraints (631)
6216.00.21.30,7,Other (831)
6216.00.08,4,Other
6216.00.24,5,Containing 50 per cent or more by weight of cotton &&  man-made fibers or any combination thereof
6216.00.24.10,6,Subject to cotton restraints (331)
6216.00.24.25,6,Subject to man-made fiber restraints (631)
6216.00.24.30,6,Other (831)
6216.00.26,5,Other
6216.00.08,3,With fourchettes
6216.00.29,4,Containing 50 percent or more by weight of cotton &&  man-made fibers or any combi- nation thereof
6216.00.29.10,5,Subject to cotton restraints (331)
6216.00.29.25,5,Subject to man-made fiber restraints (631)
6216.00.29.30,5,Other (831)
6216.00.31,4,Other
6216,1,Other
6216,2,Of cotton
6216.00.33,3,Ice hockey && field hockey gloves
6216.00.35,3,Other gloves &&  mittens && mitts &&  all the fore- going specially designed for use in sports &&  including   ski && snowmobile gloves &&  mittens && mitts
6216.00.35,3,Other
6216.00.38,4,Without fourchettes (331)
6216.00.41,4,With fourchettes (331)
6216,2,Of man-made fibers
6216.00.43,3,Ice hockey && field hockey gloves
6216.00.46,3,Other gloves &&  mittens && mitts &&  all the fore- going specially designed for use in sports &&  including   ski && snowmobile gloves &&  mittens && mitts
6216.00.46,3,Other
6216.00.54,4,Without fourchettes
6216.00.54.10,5,Containing 36 percent or more by weight of wool or fine animal hair (431)
6216.00.54.20,5,Other (631)
6216.00.58,4,With fourchettes
6216.00.58.10,5,Containing 36 percent or more by weight of wool or fine animal hair (431)
6216.00.58.20,5,Other (631)
6216,2,Other
6216.00.80,3,Of wool or fine animal hair (431)
6216.00.90,3,Other (831)
6217,0,Other made up clothing accessories; parts of garments or of clothing accessories &&  other than those of   heading 6212
6217.10,1,Accessories
6217.10.10,2,Containing 70 percent or more by weight of silk or silk waste
6217.10.10.10,3,Headbands &&  ponytail holders && similar articles
6217.10.10.90,3,Other (759)
6217.10.10,2,Other
6217.10.85,3,Headbands &&  ponytail holders && similar articles
6217.10.95,3,Other
6217.10.95.10,4,Of cotton (359)
6217.10.95.20,4,Of wool or fine animal hair (459)
6217.10.95.30,4,Of man-made fibers (659)
6217.10.95.50,4,Other (859)
6217.90,1,Parts
6217.90.10,2,Containing 70 percent or more by weight of silk or silk waste
6217.90.10.10,3,Of blouses && shirts (741)
6217.90.10.20,3,Of coats && jackets (735)
6217.90.10.30,3,Of trousers && breeches (748)
6217.90.10.60,3,Other (759)
6217.90.90,2,Other
6217.90.90,3,Of blouses && shirts
6217.90.90.03,4,Of cotton (341)
6217.90.90.05,4,Of wool or fine animal hair (440)
6217.90.90.10,4,Of man-made fibers (641)
6217.90.90.20,4,Other (840)
6217.90.90,3,Of coats && jackets
6217.90.90.25,4,Of cotton (335)
6217.90.90.30,4,Of wool or fine animal hair (435)
6217.90.90.35,4,Of man-made fibers (635)
6217.90.90.45,4,Other (835)
6217.90.90,3,Of trousers && breeches
6217.90.90.50,4,Of cotton (348)
6217.90.90.55,4,Of wool or fine animal hair (448)
6217.90.90.60,4,Of man-made fibers (648)
6217.90.90.70,4,Other (847)
6217.90.90,3,Other
6217.90.90.75,4,Of cotton (359)
6217.90.90.80,4,Of wool or fine animal hair (459)
6217.90.90.85,4,Of man-made fibers (659)
6217.90.90.95,4,Other (859)
6217.90,1,I. OTHER MADE UP TEXTILE ARTICLES
6301,0,Blankets && traveling rugs
6301.10,1,Electric blankets (666)
6301.20,1,Blankets (other than electric blankets) && traveling rugs &&  of wool or fine animal hair
6301.20.00.10,2,Not over 3 meters in length (464)
6301.20.00.20,2,Over 3 meters in length (410)
6301.30,1,Blankets (other than electric blankets) && traveling rugs &&  of cotton
6301.30.00.10,2,Woven (369)
6301.30.00.20,2,Other (369)
6301.40,1,Blankets (other than electric blankets) && traveling rugs &&  of synthetic fibers
6301.40.00.10,2,Woven (666)
6301.40.00.20,2,Other (666)
6301.90,1,Other blankets && traveling rugs
6301.90.00.10,2,Of artificial fibers (666)
6301.90.00.10,2,Other
6301.90.00.20,3,Containing 85 percent or more by weight of silk or silk waste
6301.90.00.30,3,Other (899)
6302,0,Bed linen &&  table linen &&  toilet linen && kitchen linen
6302.10,1,Bed linen &&  knitted or crocheted
6302.10,2,Of cotton
6302.10.00.05,3,Pillowcases && bolster cases (362)
6302.10.00.08,3,Sheets (362)
6302.10.00.15,3,Other (362)
6302.10.00.20,2,Other (666)
6302.10,1,Other bed linen &&  printed
6302.21,2,Of cotton
6302.21,3,Containing any embroidery &&  lace &&  braid &&  edging &&  trimming &&  piping or applique work
6302.21.30,4,Napped
6302.21.30.10,5,Pillowcases &&  other than bolster cases (360)
6302.21.30.20,5,Sheets (361)
6302.21.30.30,5,Bolster cases (360)
6302.21.30.40,5,Pillowcovers (369)
6302.21.30.50,5,Other (362)
6302.21.50,4,Not napped
6302.21.50.10,5,Pillowcases &&  other than bolster cases (360)
6302.21.50.20,5,Sheets (361)
6302.21.50.30,5,Bolster cases (360)
6302.21.50.40,5,Pillowcovers (369)
6302.21.50.50,5,Other (362)
6302.21,3,Other
6302.21.70,4,Napped
6302.21.70.10,5,Pillowcases &&  other than bolster cases (360)
6302.21.70.20,5,Sheets (361)
6302.21.70.30,5,Bolster cases (360)
6302.21.70.40,5,Pillow covers (369)
6302.21.70.50,5,Other (362)
6302.21.90,4,Not napped
6302.21.90.10,5,Pillowcases &&  other than bolster cases (360)
6302.21.90.20,5,Sheets (361)
6302.21.90.30,5,Bolster cases (360)
6302.21.90.40,5,Pillow covers (369)
6302.21.90.50,5,Other (362)
6302.22,2,Of man-made fibers
6302.22.10,3,Containing any embroidery &&  lace &&  braid &&  edging &&  trimming &&  piping or applique work
6302.22.10,4,Pillowcases &&  other than bolster cases
6302.22.10.10,5,Napped (666)
6302.22.10.20,5,Not napped (666)
6302.22.10,4,Sheets
6302.22.10.30,5,Napped (666)
6302.22.10.40,5,Not napped (666)
6302.22.10,4,Other
6302.22.10.50,5,Bolster cases (666)
6302.22.10.60,5,Other (666)
6302.22.20,3,Other
6302.22.20.10,4,Pillow cases (666)
6302.22.20.20,4,Sheets (666)
6302.22.20.30,4,Other (666)
6302.29,2,Of other textile materials
6302.29.00.10,3,Containing 85 percent or more by weight of silk or silk waste
6302.29.00.20,3,Other (899)
6302.10,1,Other bed linen
6302.31,2,Of cotton
6302.31,3,Containing any embroidery &&  lace &&  braid &&  edging &&  trimming &&  piping or applique work
6302.31.30,4,Napped
6302.31.30.10,5,Pillowcases &&  other than bolster cases (360)
6302.31.30.20,5,Sheets (361)
6302.31.30.30,5,Bolster cases (360)
6302.31.30.40,5,Pillowcovers (369)
6302.31.30.50,5,Other (362)
6302.31.50,4,Not napped
6302.31.50.10,5,Pillowcases &&  other than bolster cases (360)
6302.31.50.20,5,Sheets (361)
6302.31.50.30,5,Bolster cases (360)
6302.31.50.40,5,Pillowcovers (369)
6302.31.50.50,5,Other (362)
6302.31,3,Other
6302.31.70,4,Napped
6302.31.70.10,5,Pillowcases &&  other than bolster cases (360)
6302.31.70.20,5,Sheets (361)
6302.31.70.30,5,Bolster cases (360)
6302.31.70.40,5,Pillowcovers (369)
6302.31.70.50,5,Other (362)
6302.31.90,4,Not napped
6302.31.90.10,5,Pillowcases &&  other than bolster cases (360)
6302.31.90.20,5,Sheets (361)
6302.31.90.30,5,Bolster cases (360)
6302.31.90.40,5,Pillowcovers (369)
6302.31.90.50,5,Other (362)
6302.32,2,Of man-made fibers
6302.32.10,3,Containing any embroidery &&  lace &&  braid &&  edging &&  trimming &&  piping or applique work
6302.32.10,4,Pillowcases &&  other than bolster cases
6302.32.10.10,5,Napped (666)
6302.32.10.20,5,Not napped (666)
6302.32.10,4,Sheets
6302.32.10.30,5,Napped (666)
6302.32.10.40,5,Not napped (666)
6302.32.10,4,Other
6302.32.10.50,5,Bolster cases (666)
6302.32.10.60,5,Other (666)
6302.32.20,3,Other
6302.32.20,4,Pillowcases &&  other than bolster cases
6302.32.20.10,5,Napped (666)
6302.32.20.20,5,Not napped (666)
6302.32.20,4,Sheets
6302.32.20.30,5,Napped (666)
6302.32.20.40,5,Not napped (666)
6302.32.20,4,Other
6302.32.20.50,5,Bolster cases (666)
6302.32.20.60,5,Other (666)
6302.39,2,Of other textile materials
6302.39.00.10,3,Of wool or fine animal hair (469)
6302.39.00.10,3,Other
6302.39.00.20,4,Containing 85 percent or more by weight of silk or silk waste
6302.39.00.30,4,Other (899)
6302.40,1,Table linen &&  knitted or crocheted
6302.40.10,2,Of vegetable fibers (except cotton) (899)
6302.40.20,2,Other
6302.40.20.10,3,Of cotton (369)
6302.40.20.20,3,Other (666)
6302.40,1,Other table linen
6302.51,2,Of cotton
6302.51,3,Tablecloths && napkins
6302.51.10,4,Damask (369)
6302.51.10,4,Other
6302.51.20,5,Plain woven (369)
6302.51.30,5,Other (369)
6302.51.40,3,Other (369)
6302.53,2,Of man-made fibers
6302.53,3,Tablecloths && napkins
6302.53.00.10,4,Damask (666)
6302.53.00.20,4,Other (666)
6302.53.00.30,3,Other (666)
6302.59,2,Of other textile materials
6302.59,3,Of flax
6302.59.10,4,Tablecloths && napkins
6302.59.10.10,5,Damask (899)
6302.59.10.20,5,Other (899)
6302.59.20,4,Other (899)
6302.59.30,3,Other
6302.59.30.10,4,Containing 85 percent or more by weight of silk or silk waste
6302.59.30.20,4,Other (899)
6302.60,1,Toilet linen && kitchen linen &&  of terry toweling or similar terry fabrics &&  of cotton
6302.60,2,Towels
6302.60.00.10,3,Dish (369)
6302.60.00.20,3,Other (363)
6302.60.00.30,2,Other (369)
6302.60,1,Other
6302.91,2,Of cotton
6302.91,3,Of pile or tufted construction
6302.91,4,Towels
6302.91.00.05,5,Dish (369)
6302.91.00.15,5,Other (363)
6302.91.00.25,4,Other (369)
6302.91,3,Other
6302.91,4,Towels
6302.91.00.35,5,Jacquard figured (363)
6302.91.00.35,5,Other
6302.91.00.45,6,Dish (369)
6302.91.00.50,6,Other (369)
6302.91.00.60,4,Other (369)
6302.93,2,Of man-made fibers
6302.93.10,3,Pile or tufted construction (666)
6302.93.20,3,Other (666)
6302.99,2,Of other textile materials
6302.99.10,3,Containing 85 percent or more by weight of silk or silk waste
6302.99.15,3,Of flax
6302.99.15.10,4,Towels (863)
6302.99.15.20,4,Other (899)
6302.99.20,3,Other (899)
6303,0,Curtains (including drapes) && interior blinds; curtain or bed valances
6303,1,Knitted or crocheted
6303.12,2,Of synthetic fibers
6303.12.00.10,3,Window shades && window blinds (666)
6303.12.00.90,3,Other (666)
6303.19,2,Of other textile materials
6303.19.11,3,Of cotton (369)
6303.19.21,3,Other
6303.19.21.10,4,Of artificial fibers (666)
6303.19.21.20,4,Other (899)
6303,1,Other
6303.91,2,Of cotton
6303.91.00.10,3,Window curtains (including drapes) && window valances (369)
6303.91.00.20,3,Other (369)
6303.92,2,Of synthetic fibers
6303.92.10,3,Made up from fabrics described in subheading 5407.61.11 &&  5407.61.21 or 5407.61.91 (666)
6303.92.20,3,Other
6303.92.20.10,4,Window curtains (including drapes) && window valances (666)
6303.92.20.10,4,Other
6303.92.20.30,5,Window shades && window blinds (666)
6303.92.20.50,5,Other (666)
6303.99,2,Of other textile materials
6303.99.00.10,3,Of artificial fibers (666)
6303.99.00.10,3,Other
6303.99.00.30,4,Containing 85 percent or more by weight of silk or silk waste
6303.99.00.60,4,Other (899)
6304,0,Other furnishing articles &&  excluding those of heading 9404
6304,1,Bedspreads
6304.11,2,Knitted or crocheted
6304.11.10,3,Of cotton (362)
6304.11.20,3,Of man-made fibers (666)
6304.11.30,3,Other (899)
6304.19,2,Other
6304.19,3,Of cotton
6304.19.05,4,Containing any embroidery &&  lace &&  braid &&  edging &&  trimming &&  piping or applique work (362)
6304.19.10,4,Other (362)
6304.19,3,Of man-made fibers
6304.19.15,4,Containing any embroidery &&  lace &&  braid &&  edging &&  trimming &&  piping or applique work (666)
6304.19.20,4,Other (666)
6304.19.30,3,Other
6304.19.30.30,4,Containing 85 percent or more by weight of silk or silk waste
6304.19.30.30,4,Other
6304.19.30.40,5,Of wool or fine animal hair (469)
6304.19.30.60,5,Other (899)
6304.20,1,Bed nets specified in subheading note 1 to this chapter
6304.20.00.20,2,Of cotton (369)
6304.20.00.40,2,Of man-made fibers (666)
6304.20.00.40,2,Other
6304.20.00.50,3,Of wool or fine animal hair (469)
6304.20.00.50,3,Other
6304.20.00.60,4,Containing 85 percent or more by weight of silk or silk waste
6304.20.00.70,4,Other (899)
6304.20,1,Other
6304.91.01,2,Knitted or crocheted
6304.91.01.20,3,Of cotton (369)
6304.91.01.40,3,Of man-made fibers (666)
6304.91.01.40,3,Other
6304.91.01.50,4,Of wool or fine animal hair (469)
6304.91.01.50,4,Other
6304.91.01.60,5,Containing 85 percent or more by weight of silk or silk waste
6304.91.01.70,5,Other (899)
6304.92,2,Not knitted or crocheted &&  of cotton (369)
6304.93,2,Not knitted or crocheted &&  of synthetic fibers (666)
6304.99,2,Not knitted or crocheted &&  of other textile materials
6304.99,3,Wall hangings of wool or fine animal hair
6304.99.10,4,Certified hand-loomed && folklore products
6304.99.15,4,Other (469)
6304.99,3,Other
6304.99,4,Of vegetable fibers (except cotton)
6304.99.25,5,Wall hangings of jute
6304.99.35,5,Other (899)
6304.99.40,4,Certified hand-loomed && folklore pillow covers of wool or fine animal hair
6304.99.60,4,Other
6304.99.60.10,5,Of wool or fine animal hair (469)
6304.99.60.20,5,Of artificial fibers (666)
6304.99.60.20,5,Other
6304.99.60.30,6,Containing 85 percent or more by weight of silk or silk waste
6304.99.60.40,6,Other (899)
6305,0,Sacks && bags &&  of a kind used for the packing of goods
6305.10,1,Of jute or of other textile bast fibers of heading 5303
6305.20,1,Of cotton (369)
6305.20,1,Of man-made textile materials
6305.32,2,Flexible intermediate bulk containers
6305.32.00.10,3,Weighing one kg or more (669)
6305.32.00.20,3,Other (669)
6305.33,2,Other &&  of polyethylene or polypropylene strip or the like
