,genus,species,common_name,range_state
798,Swintonia,schwenkii,Muom;Thayet-Kin;Merpau;Merpauh;Taung Thayet;Civit Taungthayet;Civit;Muom;Merpauh,KH;IN;MY;MM;PK;VN
799,Swintonia,spicifera,Muom;Thayet-Kin;Merpau;Merpauh;Taung Thayet;Civit Taungthayet;Civit;Muom;Merpauh,KH;IN;MY;MM;PK;VN
800,Swintonia,,Merpauh,KH;IN;MY;MM;PK;VN
801,Symphonia,globulifera,Azufre;Bolivia;Anani;Canadi;Mani;Azufre;Machare;Machare;Puenga;Zaputi;Manil;Manil Marecage;Manni;Azufre;Brea-Caspi;Mani;Mataki;Mangue;Mani;Paraman;Peramancillo;Boarwood;Manil,BO;BR;CO;EC;GF;GY;PE;SR;TT;VE;US
802,Syzygiopsis,pachycarpa,Abiu Casca;Abiurana;Abiurana Amarela;Abiurana Goiaba;Goiabao;Goyabao;Goiabao,BR
803,Tabebuia,capitata,Lapacho;Ipé;Lapacho;Tajibo;Ipé;Ipé Roxo;Pau d’Arco;Amapa;Prieta;Cortez;Guayacan;Cortés;Canaguate;Polvillo;Roble Morado;Ebene verte;Hakia;Ironwood;Lapacho Negro;Tahuari Negro;Ebano Verde;Groenhart;Poui;Yellow Poui;Acapro;Araguaney;Ipé,AR;BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;GF;GY;PY;PE;SR;TT;VE
804,Tabebuia,donnell-smithii,Gold Tree;Primavera,GB
805,Tabebuia,impetiginosa,Lapacho;Ipé;Lapacho;Tajibo;Ipé;Ipé Roxo;Pau d’Arco;Amapa;Prieta;Cortez;Guayacan;Cortés;Canaguate;Polvillo;Roble Morado;Ebene verte;Hakia;Ironwood;Lapacho Negro;Tahuari Negro;Ebano Verde;Groenhart;Poui;Yellow Poui;Acapro;Araguaney;Ipé,AR;BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;GF;GY;PY;PE;SR;TT;VE
806,Tabebuia,ipe,Lapacho;Ipé;Lapacho;Tajibo;Ipé;Ipé Roxo;Pau d’Arco;Amapa;Prieta;Cortez;Guayacan;Cortés;Canaguate;Polvillo;Roble Morado;Ebene verte;Hakia;Ironwood;Lapacho Negro;Tahuari Negro;Ebano Verde;Groenhart;Poui;Yellow Poui;Acapro;Araguaney;Ipé,AR;BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;GF;GY;PY;PE;SR;TT;VE
807,Tabebuia,serratifolia,Lapacho;Ipé;Lapacho;Tajibo;Ipé;Ipé Roxo;Pau d’Arco;Amapa;Prieta;Cortez;Guayacan;Cortés;Canaguate;Polvillo;Roble Morado;Ebene verte;Hakia;Ironwood;Lapacho Negro;Tahuari Negro;Ebano Verde;Groenhart;Poui;Yellow Poui;Acapro;Araguaney;Ipé,AR;BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;GF;GY;PY;PE;SR;TT;VE
808,Tapirira,,Cedroi,GY
809,Taralea,oppositifolia,Cumaru Rana;Shihuahuaco;Tarala;Almendrillo,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
810,Tarrietia,densiflora,Niangon;Ogoue;Nyankom;Whismore;Yami;Niangon,CI;GA;GH;LR;SL
811,Tarrietia,perakensis,Don-Chem;Palapi;Teraling;Mengkulang;Kembang;Kanze;Lumbayau;Chumprag;Huynh;Red Tulip Oak;Brown Tulip Oak;Mengkulang,KH;ID;MY;MM;PH;TH;VN;AU
812,Tarrietia,utilis,Niangon;Ogoue;Nyankom;Whismore;Yami;Niangon,CI;GA;GH;LR;SL
813,Tarrietia,,Mengkulang,KH;ID;MY;MM;PH;TH;VN;AU
814,Tectona,grandis,Sagwan;Jati;Tek;May Sak;Kyun;May Sak;Giati;Teck;Teck;Burma-Rangoon-Java Teak;Teak,IN;ID;LA;MM;TH;VN;FR;DE
815,Terminalia,amazonia,Pau-Mulato Brancho;Guayabo Leon;Almendro;Canshan;Amarillo Carabazuelo;Pardillo Negro;Nargusta,BR;CO;HN;MX;PA;VE
816,Terminalia,catappa,"Terminalia, brown",
817,Terminalia,complanata,"Terminalia, yellow",
818,Terminalia,guyanensis,Pau-Mulato Brancho;Guayabo Leon;Almendro;Canshan;Amarillo Carabazuelo;Pardillo Negro;Nargusta,BR;CO;HN;MX;PA;VE
819,Terminalia,ivorensis,Lidia;Framiré;Emeri;Baji;Idigbo;Black Afara;Baji;Idigbo;Framiré,CM;CI;GH;LR;NG;SL;GB
820,Terminalia,longispicata,"Terminalia, yellow",
821,Terminalia,sogerensis,"Terminalia, yellow",
822,Terminalia,superba,Akom;N’Ganga;Limba;Fraké;Akom;Ofram;Afara;White Afara;Kojagei;Limba;Limbo;Fraké;Noyer du Mayombé;Korina;Limba,CM;CF;CG;CI;GQ;GH;NG;SL;CD;FR;US
823,Terminalia,tomentosa,"Chhlik Snaeng;Arjun;Jaha;Jelawai;Talisai;Telinsi;Kumbuk;Suak Dam;Taukyan;Thinsein;Indian Laurel;Hok Fa;Chieu-Lieu;Laurel, Indian",KH;ID;LA;MM;PH;TH;VN
824,Tessmannia,africana,Wamba,
825,Tessmannia,claessensii,Wamba,
826,Tessmannia,lescrauwaetii,Wamba,
827,Testulea,gabonensis,Rone;N'Gwaki;Ake;Akewe;Izombe;N'Komi;Izombé,CM;CG;GA
828,Tetraberlinia,bifoliolata,Ekop-Ribi;Eko-Andoung;Ekop;Ekop-Andoung;Hoh;Sikon;Ekop;Ekop;Ekaban;Tetraberlinia;Ekaba,CM;CG;GQ;GA;LR;DE;NL;ES;GB
829,Tetraberlinia,tubmaniana,Ekop-Ribi;Eko-Andoung;Ekop;Ekop-Andoung;Hoh;Sikon;Ekop;Ekop;Ekaban;Tetraberlinia;Ekaba,CM;CG;GQ;GA;LR;DE;NL;ES;GB
830,Tetraberlinia,,Ekaba,CM;CG;GQ;GA;LR;DE;NL;ES;GB
831,Tetragastris,,Sali,BR;CO;GF;GY;NI;PR
832,Tetramerista,glabra,Punal;Bang Kalis;Paya;Punam;Ponga;Peda;Entuyut;Amat;Tuyut;Punah,ID;MY
833,Tieghemella,africana,Makoré;Baku;Abacu;Okola;Douka;Makoré;Douka,CI;GH;GQ;GA
834,Tieghemella,heckelii,Makoré;Baku;Abacu;Okola;Douka;Makoré;Douka,CI;GH;GQ;GA
835,Tieghemella,,Douka (Makoré),CI;GH;GQ;GA
836,Tipuana,tipu,Tipa,
837,Toona,australis,Chomcha;Toon;Surian;Limpagna;Surea-Bawang;Thitkado;Red Cedar;Calantas;Toon;Yomham;Xoan-Moc;Red Cedar;Moulmein Cedar;Burma Cedar;Moulmein Cedar;Burma Cedar;Suren,KH;IN;ID;MY;MM;PG;PH;TH;VN;AU;GB;US
838,Toona,calantas,Chomcha;Toon;Surian;Limpagna;Surea-Bawang;Thitkado;Red Cedar;Calantas;Toon;Yomham;Xoan-Moc;Red Cedar;Moulmein Cedar;Burma Cedar;Moulmein Cedar;Burma Cedar;Suren,KH;IN;ID;MY;MM;PG;PH;TH;VN;AU;GB;US
839,Toona,ciliata,Chomcha;Toon;Surian;Limpagna;Surea-Bawang;Thitkado;Red Cedar;Calantas;Toon;Yomham;Xoan-Moc;Red Cedar;Moulmein Cedar;Burma Cedar;Moulmein Cedar;Burma Cedar;Suren,KH;IN;ID;MY;MM;PG;PH;TH;VN;AU;GB;US
840,Toona,febrifuga,Chomcha;Toon;Surian;Limpagna;Surea-Bawang;Thitkado;Red Cedar;Calantas;Toon;Yomham;Xoan-Moc;Red Cedar;Moulmein Cedar;Burma Cedar;Moulmein Cedar;Burma Cedar;Suren,KH;IN;ID;MY;MM;PG;PH;TH;VN;AU;GB;US
841,Toona,sureni,Chomcha;Toon;Surian;Limpagna;Surea-Bawang;Thitkado;Red Cedar;Calantas;Toon;Yomham;Xoan-Moc;Red Cedar;Moulmein Cedar;Burma Cedar;Moulmein Cedar;Burma Cedar;Suren,KH;IN;ID;MY;MM;PG;PH;TH;VN;AU;GB;US
842,Trachylobium,verrucosum,East African copal;Mtandarusi,GB
843,Trattinickia,,Breu-sucuruba,BR
844,Trichilia,catigua,Catiguà,
845,Triplaris,cumingiana,Fernansanchez;Formigueiro,EC
846,Triplaris,guayaquilensis,Fernansanchez;Formigueiro,EC
847,Triplochiton,scleroxylon,Ayous;M’Bado;Samba;Ayus;Wawa;Arere;Obeche;Samba;Abachi;Wawa;Obeche;Samba;Obéché;Ayous,CM;CF;CI;GQ;GH;NG;FR;DE;GB;US
848,Turraeanthus,africana,Avodiré;Apapaye;Blimah-Pu;Apaya;M’Fube;Lusamba;Lusamba;Avodiré,CI;GH;LR;NG;CD;BE
849,Uapaca,guineensis,Borikio;Rikio;Rikio Riviere;Borikio;Rikio;Rikio Riviere;Abo Emido;Yeye;Rikio,CM;CI;NG
850,Uapaca,,Rikio,CM;CI;NG
851,Vatairea,guianensis,Amargoso;Gele Kabbes;Inkassa;Yonko;Arisauro,BR
852,Vatairea,paraensis,Angelim Amargoso;Aracuy;Fava Amarela;Fava Amargosa;Faveria Amarela;Faveira Amargosa;Faveria Bolacha;Guerra;Maqui;Arisauro;Bastard Purpleheart;Bauwau;Inkassa;Yongo;Amargo;Amargo;Mari-Mari;Marupa del Bajo;Arisoeroe;Gele Kabbes;Geli-Kabissi;Faveira Amargosa,BR;CO;GY;GF;HN;PA;PE;SR
853,Vatica,,Resak,
854,Virola,,Virola,BZ;CR;SV;GT;HN;NI;PA;CO;EC;GF;GY;HN;PE;SR;TT;VE;GB
855,Vitellaria,paradoxa,Shea Butter Tree;Shea Tree;Shi Tree;Karité,DZ;ES;ES;EG;LY;PT;ES;MA;SD;TN;EH;BI;KM;DJ;ER;ET;KE;MG;MW;MU;YT;MZ;RE;RW;SC;SO;SS;TZ;UG;ZM;ZW;AO;CM;CF;TD;CG;CD;GQ;GA;ST;BW;LS;NA;ZA;SZ;BJ;BF;CV;GM;GH;GN;GW;CI;LR;ML;MR;NE;NG;SH;SN;SL;TG
856,Vitex,ciliata,Evino,
857,Vitex,pachyphylla,Evino,
858,Vitex,parviflora,Fuli Kaa;Kayu Kula;Amugauan;Molave;Sagat;Molave,ID;PH
859,Vochysia,guatemalensis,Iteballi;San Juán;Quaruba,GY
860,Vochysia,schomburgkii,Iteballi;San Juán;Quaruba,GY
861,Vochysia,,Quaruba,GY
862,Vouacapoua,,Wacapou,BR;GF;GY;SR;GB;US
863,Warburgia,ugandensis,Muziga,
864,Wulfhorstia,ekebergioides,Mutaco,
865,Xylia,,Pyinkado,
866,Zanthoxylum,gilletii,Olonvogo,
